Rk,Cmp,Att,Cmp%,TotDist,Ast,xA,KP
1366,45,77,58.4,657,0,0.1,1
1367,736,1028,71.6,22376,0,0.0,1
1368,339,489,69.3,4889,1,2.4,20
1369,669,811,82.5,14591,0,0.1,2
1370,540,655,82.4,8994,1,1.5,15
1371,168,256,65.6,2874,0,0.3,4
1372,494,613,80.6,9965,2,1.4,20
1373,432,535,80.7,8259,2,1.1,9
1374,867,989,87.7,19296,1,0.3,7
1375,214,297,72.1,3424,1,0.5,6
1376,95,119,79.8,1799,0,0.1,1
1377,158,194,81.4,2664,0,0.2,6
1378,152,200,76.0,2727,1,1.2,9
1379,1253,1673,74.9,20547,7,8.1,53
1380,845,1067,79.2,13717,3,3.5,38
1381,18,23,78.3,243,1,0.2,1
1382,1516,1695,89.4,31910,0,0.3,5
1383,797,989,80.6,15954,0,0.7,11
1384,324,430,75.3,6000,0,0.8,8
1385,362,476,76.1,5996,1,3.0,30
1386,3,6,50.0,39,0,0.0,0
1387,61,85,71.8,1103,0,0.0,0
1388,627,848,73.9,19802,0,0.1,1
1389,1025,1224,83.7,19334,6,4.3,34
1390,400,484,82.6,8438,1,0.3,3
1391,208,317,65.6,3158,0,1.7,13
1392,524,622,84.2,13343,0,0.1,3
1393,472,553,85.4,7841,0,0.3,8
1394,1002,1135,88.3,19833,1,1.9,18
1395,136,187,72.7,2876,0,0.1,1
1396,195,283,68.9,3283,1,0.8,9
1397,22,27,81.5,492,0,0.0,0
1398,319,405,78.8,5903,0,0.4,6
1399,2,2,100.0,24,0,0.0,0
1400,1989,2148,92.6,41975,1,0.5,5
1401,92,131,70.2,1435,0,0.1,2
1402,742,990,74.9,18293,0,0.0,0
1403,816,1143,71.4,15089,3,2.6,20
1404,28,41,68.3,921,0,0.0,0
1405,416,717,58.0,7518,2,4.2,43
1406,63,108,58.3,1098,0,0.1,2
1407,494,600,82.3,7798,1,1.6,11
1408,170,230,73.9,2892,1,0.5,6
1409,1092,1377,79.3,21965,2,1.8,12
1410,202,319,63.3,6415,0,0.0,1
1411,592,783,75.6,9019,4,5.7,37
1412,1036,1306,79.3,17173,0,1.0,15
1413,142,183,77.6,1879,0,0.2,4
1414,404,584,69.2,7245,1,0.6,9
1415,810,1038,78.0,18853,3,2.7,34
1416,891,1024,87.0,20842,1,0.7,2
1417,1394,1525,91.4,29594,0,0.3,3
1418,12,16,75.0,189,0,0.0,0
1419,100,124,80.6,2164,0,0.1,1
1420,25,30,83.3,426,0,0.3,2
1421,121,180,67.2,2282,0,0.3,5
1422,36,53,67.9,527,0,0.1,2
1423,1764,2013,87.6,35557,0,0.3,4
1424,595,765,77.8,9994,3,2.1,29
1425,351,409,85.8,5153,0,0.9,17
1426,979,1311,74.7,17355,2,2.8,33
1427,1410,1598,88.2,31683,1,0.2,4
1428,127,156,81.4,1822,1,0.7,10
1429,395,507,77.9,6233,3,3.0,15
1430,161,175,92.0,3002,0,0.0,0
1431,395,568,69.5,13104,0,0.0,0
1432,832,1005,82.8,15375,2,2.1,29
1433,608,646,94.1,10855,0,0.2,6
1434,683,777,87.9,12358,0,0.5,10
1435,97,133,72.9,1504,0,0.1,3
1436,9,19,47.4,136,0,0.0,0
1437,1886,2178,86.6,35565,5,4.3,47
1438,926,1246,74.3,15853,2,1.6,20
1439,116,131,88.5,1837,1,0.2,1
1440,98,116,84.5,1971,0,0.0,0
1441,142,186,76.3,3238,0,0.0,0
1442,226,405,55.8,2946,2,1.4,15
1443,193,237,81.4,3607,0,0.2,3
1444,515,657,78.4,10161,1,1.0,15
1445,116,152,76.3,1639,0,0.5,7
1446,676,818,82.6,18770,0,0.2,1
1447,43,52,82.7,688,0,0.0,0
1448,24,26,92.3,301,0,0.0,0
1449,358,507,70.6,5000,0,2.0,22
1450,1109,1376,80.6,22276,2,1.1,15
1451,665,1142,58.2,23065,0,0.0,2
1452,18,30,60.0,326,0,0.0,0
1453,534,718,74.4,10148,0,1.0,10
1454,219,245,89.4,4819,0,0.0,0
1455,775,884,87.7,12402,3,0.8,18
1456,831,1056,78.7,23299,0,0.0,0
1457,24,33,72.7,391,1,0.1,1
1458,1004,1210,83.0,20814,4,3.0,36
1459,7,9,77.8,127,0,0.0,0
1460,17,18,94.4,365,0,0.0,0
1461,901,1157,77.9,16112,2,4.0,35
1462,1,2,50.0,16,0,0.0,0
1463,530,603,87.9,11986,1,0.3,1
1464,157,247,63.6,2986,1,0.8,12
1465,118,147,80.3,2485,0,0.0,0
1466,497,726,68.5,9807,1,1.1,12
1467,270,352,76.7,3827,1,2.1,21
1468,82,92,89.1,1671,0,0.0,0
1469,41,53,77.4,808,0,0.0,0
1470,18,25,72.0,277,0,0.0,0
1471,128,147,87.1,2127,0,0.4,2
1472,1353,1570,86.2,34535,0,0.0,2
1473,815,1039,78.4,15318,1,1.6,13
1474,472,700,67.4,7744,2,4.1,33
1475,1148,1318,87.1,23889,1,1.2,6
1476,3,5,60.0,38,0,0.0,0
1477,1481,1713,86.5,36775,1,1.0,4
1478,984,1216,80.9,20872,2,1.4,16
1479,128,168,76.2,2205,2,0.8,9
1480,580,809,71.7,8145,2,5.2,54
1481,480,637,75.4,8576,6,4.9,35
1482,728,843,86.4,12778,1,0.6,12
1483,685,864,79.3,13112,2,2.4,21
1484,966,1202,80.4,18416,3,2.4,19
1485,347,381,91.1,6946,0,0.0,1
1486,383,448,85.5,6501,2,1.8,18
1487,294,419,70.2,9153,0,0.0,0
1488,552,649,85.1,12422,0,0.3,1
1489,405,620,65.3,8233,1,1.4,9
1490,1024,1185,86.4,21999,2,0.9,11
1491,84,130,64.6,1479,0,0.3,5
1492,361,582,62.0,6674,5,3.6,39
1493,46,63,73.0,837,0,0.0,0
1494,1282,1674,76.6,25933,3,7.1,84
1495,341,426,80.0,8177,1,0.6,4
1496,1049,1176,89.2,19175,0,0.3,12
1497,29,37,78.4,653,0,0.0,0
1498,65,77,84.4,1669,0,0.1,2
1499,130,161,80.7,2609,0,0.2,4
1500,2128,2404,88.5,46952,1,0.5,16
1501,33,38,86.8,462,0,0.0,0
1502,1009,1188,84.9,18595,9,9.0,58
1503,31,39,79.5,506,0,0.1,1
1504,271,324,83.6,6060,0,0.6,10
1505,1059,1309,80.9,20356,2,0.8,10
1506,491,762,64.4,16860,0,0.0,1
1507,825,999,82.6,14109,2,1.4,10
1508,175,206,85.0,2280,2,1.2,8
1509,65,89,73.0,837,1,0.7,3
1510,593,746,79.5,10548,1,1.4,19
1511,373,447,83.4,5936,0,1.3,13
1512,534,730,73.2,8991,0,0.9,13
1513,1287,1389,92.7,27053,1,0.7,7
1514,142,174,81.6,2591,0,0.2,2
1515,13,16,81.3,176,0,0.0,0
1516,779,979,79.6,15367,3,5.2,43
1517,152,213,71.4,2097,1,0.7,4
1518,998,1301,76.7,18006,1,1.8,13
1519,212,276,76.8,3088,2,1.3,8
1520,73,82,89.0,1609,0,0.1,1
1521,1063,1317,80.7,19008,0,1.0,14
1522,1500,1679,89.3,31011,0,0.6,9
1523,682,908,75.1,11166,2,3.9,35
1524,575,848,67.8,17828,0,0.0,0
1525,523,656,79.7,8794,0,0.4,4
1526,1626,1778,91.5,35308,0,0.8,7
1527,788,973,81.0,14239,2,2.9,37
1528,933,1162,80.3,15607,7,7.0,56
1529,254,289,87.9,5597,0,0.0,0
1530,1073,1366,78.6,19699,2,3.5,52
1531,365,443,82.4,7987,0,0.1,1
1532,1369,1476,92.8,29211,0,0.1,2
1533,452,632,71.5,7518,1,0.4,6
1534,4,7,57.1,40,0,0.0,0
1535,257,317,81.1,3714,2,1.8,13
1536,760,996,76.3,13763,1,1.0,13
1537,620,752,82.4,11685,1,1.3,12
1538,882,1071,82.4,15091,2,2.1,26
1539,987,1133,87.1,23003,0,0.0,1
1540,435,601,72.4,8085,1,0.7,13
1541,1369,1463,93.6,26659,1,0.9,6
1542,168,228,73.7,2740,1,1.0,9
1543,53,64,82.8,1155,0,0.0,0
1544,1,2,50.0,16,0,0.0,0
1545,81,91,89.0,1746,0,0.0,0
1546,753,853,88.3,17119,0,0.0,0
1547,11,15,73.3,142,0,0.0,1
1548,426,585,72.8,8470,0,0.4,4
1549,84,111,75.7,1825,0,0.4,2
1550,8,15,53.3,190,0,0.0,1
1551,253,355,71.3,4644,0,0.3,5
1552,7,11,63.6,122,0,0.0,0
1553,936,1053,88.9,21921,0,0.1,1
1554,1371,1448,94.7,25652,0,0.7,8
1555,10,16,62.5,120,0,0.0,0
1556,71,89,79.8,1212,1,0.6,9
1557,1207,1294,93.3,24188,1,0.5,3
1558,402,562,71.5,7675,0,1.2,15
1559,284,448,63.4,4552,1,2.5,22
1560,575,721,79.8,8011,6,4.2,31
1561,662,912,72.6,11891,0,3.4,31
1562,146,194,75.3,4260,0,0.1,1
1563,55,124,44.4,2858,0,0.0,0
1564,69,79,87.3,1245,0,0.2,1
1565,170,192,88.5,3329,0,0.3,3
1566,12,16,75.0,138,0,0.0,0
1567,86,138,62.3,1242,0,0.2,2
1568,5,10,50.0,155,0,0.0,0
1569,212,293,72.4,5765,0,0.0,0
1570,1190,1500,79.3,29318,1,0.9,7
1571,4,5,80.0,44,0,0.0,0
1572,533,580,91.9,11509,0,0.0,1
1573,325,520,62.5,5036,3,2.6,29
1574,831,1032,80.5,19657,1,0.5,4
1575,14,18,77.8,211,0,0.1,1
1576,624,784,79.6,9334,1,4.1,28
1577,338,398,84.9,5881,1,0.5,8
1578,1102,1279,86.2,25374,1,1.0,8
1579,695,812,85.6,14249,1,0.0,1
1580,259,297,87.2,5426,0,0.2,3
1581,582,934,62.3,11968,0,0.6,13
1582,540,1054,51.2,21572,0,0.0,1
1583,472,588,80.3,7530,1,1.0,6
1584,508,790,64.3,7529,3,2.5,30
1585,442,523,84.5,7006,2,1.8,19
1586,944,1154,81.8,18623,1,1.0,10
1587,132,204,64.7,1934,1,0.4,5
1588,1095,1240,88.3,20186,2,1.3,17
1589,448,514,87.2,10265,0,0.0,0
1590,163,239,68.2,2361,0,0.7,11
1591,19,29,65.5,409,0,0.3,4
1592,328,426,77.0,5126,1,1.0,8
1593,974,1120,87.0,14364,2,1.3,19
1594,540,688,78.5,8462,3,2.5,26
1595,293,358,81.8,4062,1,0.6,6
1596,958,1426,67.2,19110,6,5.3,62
1597,92,112,82.1,1240,1,0.6,4
1598,61,78,78.2,1150,0,0.5,5
1599,0,0,,0,0,0.0,0
1600,447,561,79.7,6963,2,2.5,23
1601,27,29,93.1,435,0,0.0,0
1602,652,932,70.0,13420,1,2.2,14
1603,515,671,76.8,7497,5,8.4,38
1604,709,834,85.0,12280,3,0.5,7
1605,71,77,92.2,1189,0,0.0,0
1606,27,37,73.0,470,0,0.1,3
1607,83,119,69.7,1332,0,0.1,2
1608,1153,1474,78.2,20354,3,2.6,33
1609,407,630,64.6,5909,0,1.5,12
1610,441,815,54.1,17431,0,0.0,1
1611,630,818,77.0,12696,0,0.9,18
1612,584,772,75.6,13624,3,2.4,40
1613,475,623,76.2,7899,2,2.1,16
1614,31,51,60.8,826,0,0.0,0
1615,848,1056,80.3,16191,0,2.1,17
1616,1324,1689,78.4,23421,1,2.1,26
1617,874,1277,68.4,16968,6,6.7,55
1618,816,995,82.0,16600,1,0.7,14
1619,348,410,84.9,7152,0,0.1,5
1620,987,1088,90.7,19182,0,0.5,11
1621,875,1172,74.7,20667,1,0.6,6
1622,56,81,69.1,856,1,0.1,2
1623,412,574,71.8,6887,2,1.4,17
1624,769,936,82.2,14614,2,1.3,22
1625,70,103,68.0,1137,0,0.0,1
1626,298,361,82.5,4758,0,0.4,13
1627,458,548,83.6,7380,1,0.8,9
1628,961,1060,90.7,16631,3,1.2,10
1629,587,713,82.3,13608,0,0.1,2
1630,1036,1199,86.4,20201,6,1.6,22
1631,519,686,75.7,8594,2,1.1,16
1632,134,197,68.0,2086,0,0.6,6
1633,264,375,70.4,4287,0,0.4,6
1634,118,161,73.3,1765,1,0.4,6
1635,1108,1285,86.2,19843,2,1.4,20
1636,585,792,73.9,20227,0,0.0,0
1637,1075,1262,85.2,17930,3,2.1,20
1638,194,212,91.5,3423,0,0.1,3
1639,662,848,78.1,11156,0,1.2,9
1640,414,483,85.7,8787,0,0.1,1
1641,22,30,73.3,431,0,0.0,0
1642,337,381,88.5,8230,0,0.1,2
1643,508,601,84.5,11296,0,0.0,0
1644,581,770,75.5,13527,1,0.3,8
1645,1519,1974,77.0,27549,1,2.1,33
1646,17,21,81.0,222,0,0.0,1
1647,126,135,93.3,2676,0,0.0,0
1648,536,713,75.2,9113,7,6.4,55
1649,724,905,80.0,12589,3,2.4,28
1650,1700,2142,79.4,28039,20,15.4,86
1651,772,925,83.5,14310,1,2.1,18
1652,893,1091,81.9,18872,2,0.3,5
1653,160,213,75.1,2199,0,0.7,5
1654,51,58,87.9,876,0,0.1,1
1655,1096,1404,78.1,23318,2,2.2,31
1656,235,371,63.3,3650,1,1.4,21
1657,22,43,51.2,260,0,0.6,2
1658,709,952,74.5,12933,0,0.9,13
1659,2,3,66.7,19,0,0.0,0
1660,1544,1742,88.6,32951,0,0.2,6
1661,388,468,82.9,5754,0,2.1,23
1662,1360,1757,77.4,26539,4,4.7,45
1663,599,683,87.7,13131,0,0.0,1
1664,1161,1506,77.1,24830,1,1.8,28
1665,60,85,70.6,1363,0,0.3,4
1666,664,773,85.9,13502,2,0.7,9
1667,500,706,70.8,7389,3,2.4,19
1668,1070,1251,85.5,25554,1,0.2,4
1669,98,111,88.3,1465,0,0.0,1
1670,1055,1333,79.1,26161,2,0.8,7
1671,994,1263,78.7,17916,3,2.2,24
1672,298,400,74.5,5606,0,0.8,12
1673,140,172,81.4,3899,0,0.0,0
1674,1240,1462,84.8,21732,0,0.9,16
1675,96,119,80.7,1639,0,0.2,4
1676,852,940,90.6,19689,1,0.4,2
1677,814,1124,72.4,16493,3,1.6,23
1678,58,77,75.3,935,0,0.2,2
1679,582,695,83.7,10244,5,3.1,26
1680,132,238,55.5,2273,1,1.0,3
1681,1278,1478,86.5,23874,7,3.3,42
1682,35,41,85.4,651,0,0.0,0
1683,1326,1525,87.0,29323,0,0.2,4
1684,401,600,66.8,5870,3,3.3,23
1685,695,893,77.8,13440,3,4.0,39
1686,503,656,76.7,10679,0,0.3,7
1687,14,19,73.7,160,0,0.0,2
1688,546,709,77.0,11118,0,0.6,10
1689,182,201,90.5,2676,0,0.2,3
1690,1136,1381,82.3,19055,0,1.1,12
1691,6,6,100.0,62,0,0.0,0
1692,4,4,100.0,70,0,0.0,0
1693,441,580,76.0,10564,5,1.2,19
1694,1006,1255,80.2,17672,1,1.4,20
1695,19,48,39.6,946,0,0.0,0
1696,825,1075,76.7,14311,2,3.3,39
1697,277,377,73.5,4420,1,0.8,11
1698,424,590,71.9,7990,2,0.7,9
1699,335,501,66.9,4502,2,3.5,23
1700,153,197,77.7,2703,1,0.4,4
1701,569,730,77.9,10399,0,1.5,14
1702,837,1003,83.4,17968,0,0.4,5
1703,841,980,85.8,15014,0,0.6,12
1704,1009,1285,78.5,16430,4,1.9,24
1705,743,1027,72.3,14410,5,6.5,50
1706,139,165,84.2,2599,1,0.4,1
1707,220,238,92.4,4281,0,0.0,0
1708,177,192,92.2,3360,1,0.5,6
1709,0,0,,0,0,0.0,0
1710,217,309,70.2,3206,3,2.5,16
1711,3,4,75.0,50,0,0.0,0
1712,4,6,66.7,53,0,0.0,0
1713,221,281,78.6,4040,3,2.1,9
1714,204,248,82.3,2930,3,1.5,10
1715,499,573,87.1,11071,0,0.0,0
1716,104,176,59.1,3235,0,0.0,0
1717,1116,1380,80.9,17835,5,4.6,53
1718,581,799,72.7,8734,4,2.4,32
1719,176,239,73.6,2351,4,2.5,11
1720,20,27,74.1,319,0,0.0,0
1721,1614,2022,79.8,35525,6,6.1,80
1722,260,318,81.8,4289,0,0.6,6
1723,0,0,,0,0,0.0,0
1724,777,1057,73.5,13386,0,0.9,13
1725,999,1285,77.7,17506,1,1.2,14
1726,807,928,87.0,17237,0,0.2,3
1727,681,806,84.5,11378,1,1.1,12
1728,350,482,72.6,10659,0,0.0,0
1729,1023,1359,75.3,17967,21,12.7,82
1730,290,372,78.0,5258,2,0.4,6
1731,903,1093,82.6,15259,2,2.1,36
1732,508,656,77.4,8852,0,0.0,0
1733,14,18,77.8,235,0,0.0,0
1734,124,136,91.2,2354,0,0.2,4
1735,708,849,83.4,11958,1,2.1,32
1736,377,524,71.9,6032,1,4.0,35
1737,232,281,82.6,5721,0,0.1,2
1738,618,700,88.3,13925,0,0.0,0
1739,116,177,65.5,1654,1,0.5,4
1740,695,1050,66.2,13486,0,1.3,20
1741,895,996,89.9,19514,0,0.5,11
1742,0,0,,0,0,0.0,0
1743,5,6,83.3,66,0,0.0,0
1744,882,1178,74.9,25829,0,0.0,1
1745,663,790,83.9,15630,1,0.0,1
1746,26,31,83.9,390,0,0.1,2
1747,68,79,86.1,1660,0,0.0,0
1748,93,155,60.0,1803,0,0.1,2
1749,872,1057,82.5,15146,1,1.0,8
1750,807,900,89.7,15071,0,0.5,10
1751,154,209,73.7,3093,0,0.2,6
1752,8,12,66.7,155,0,0.0,0
1753,1,1,100.0,13,0,0.0,0
1754,0,0,,0,0,0.0,0
1755,918,1006,91.3,16757,1,0.9,7
1756,253,293,86.3,4173,0,0.3,3
1757,822,1133,72.6,16450,2,2.6,28
1758,889,1153,77.1,20062,7,4.8,42
1759,669,792,84.5,12495,0,0.5,11
1760,551,658,83.7,12676,1,0.0,2
1761,1029,1351,76.2,18789,3,3.8,38
1762,785,903,86.9,18681,0,0.2,1
1763,55,79,69.6,799,0,0.0,0
1764,643,848,75.8,12140,0,0.1,3
1765,2076,2651,78.3,38889,7,6.4,63
1766,468,544,86.0,12305,0,0.0,0
1767,218,271,80.4,5168,0,0.1,3
1768,4,4,100.0,39,0,0.0,0
1769,0,3,0.0,0,0,0.0,0
1770,1416,1649,85.9,26441,1,0.4,9
1771,163,213,76.5,3213,0,0.4,7
1772,532,629,84.6,9407,2,1.2,13
1773,186,234,79.5,2931,0,0.7,10
1774,286,386,74.1,4591,1,0.8,16
1775,55,62,88.7,1175,0,0.0,0
1776,303,397,76.3,4926,3,2.3,15
1777,1272,1446,88.0,33686,0,0.0,0
1778,1052,1275,82.5,19515,2,3.1,27
1779,624,901,69.3,11353,1,1.1,11
1780,1587,1974,80.4,38298,2,2.0,27
1781,759,961,79.0,12551,6,5.9,39
1782,89,161,55.3,1410,0,0.0,0
1783,11,14,78.6,215,1,0.9,3
1784,256,333,76.9,4468,0,0.0,2
1785,,,,,0,,
1786,430,544,79.0,6202,2,1.5,19
1787,1177,1450,81.2,27289,2,1.0,12
1788,204,287,71.1,3166,0,0.3,9
1789,354,501,70.7,5570,0,0.7,10
1790,9,9,100.0,195,0,0.0,0
1791,3,5,60.0,40,0,0.0,0
1792,23,36,63.9,879,0,0.0,0
1793,369,502,73.5,6280,6,5.5,28
1794,1376,1732,79.4,24196,0,1.5,18
1795,160,207,77.3,2525,1,1.2,11
1796,13,21,61.9,133,0,0.0,0
1797,15,25,60.0,306,0,0.3,2
1798,111,140,79.3,1668,0,0.7,5
1799,1020,1138,89.6,22828,0,0.1,2
1800,666,841,79.2,11127,13,8.8,68
1801,27,37,73.0,361,0,0.1,1
1802,1217,1499,81.2,24638,3,3.0,41
1803,263,345,76.2,4819,0,0.7,13
1804,115,164,70.1,2329,1,0.4,5
1805,214,276,77.5,3648,0,0.8,9
1806,423,496,85.3,9604,1,0.3,1
1807,1664,2148,77.5,38890,1,4.2,50
1808,721,1009,71.5,21913,0,0.0,1
1809,414,509,81.3,10278,0,0.2,1
1810,587,682,86.1,15000,0,0.1,3
1811,1101,1294,85.1,23114,0,0.7,5
1812,40,46,87.0,852,0,0.0,0
1813,105,182,57.7,3880,0,0.0,0
1814,587,923,63.6,10642,0,0.9,10
1815,272,299,91.0,5364,0,0.1,1
1816,1156,1555,74.3,24611,1,2.1,10
1817,112,144,77.8,1435,2,1.3,10
1818,981,1103,88.9,16487,1,0.5,12
1819,558,960,58.1,22101,0,0.0,0
1820,1,2,50.0,16,0,0.0,0
1821,727,971,74.9,11564,3,2.5,23
1822,1369,1787,76.6,25886,5,2.9,45
1823,90,109,82.6,1444,0,0.4,3
1824,153,176,86.9,2599,1,0.8,5
1825,20,22,90.9,343,0,0.0,0
1826,744,945,78.7,16486,0,0.1,2
1827,484,629,76.9,7126,2,1.6,25
1828,3,4,75.0,46,0,0.0,0
1829,1496,2012,74.4,27541,3,3.7,36
1830,50,62,80.6,1440,0,0.0,0
1831,205,235,87.2,4001,1,0.2,2
1832,1107,1271,87.1,22859,0,0.2,2
1833,175,250,70.0,2842,0,0.6,10
1834,545,788,69.2,14767,0,0.2,1
1835,544,894,60.9,9298,1,0.7,10
1836,3,5,60.0,96,0,0.0,0
1837,11,15,73.3,178,0,0.0,0
1838,279,372,75.0,4269,1,1.4,9
1839,324,500,64.8,11148,0,0.0,0
1840,445,600,74.2,11005,0,0.4,5
1841,41,47,87.2,830,0,0.1,1
1842,230,359,64.1,3516,6,4.0,28
1843,368,480,76.7,6133,1,1.4,10
1844,35,47,74.5,579,1,0.2,1
1845,,,,,0,,
1846,,,,,0,,
1847,509,570,89.3,10119,0,0.1,3
1848,771,1062,72.6,13988,7,4.8,46
1849,158,219,72.1,2486,1,0.2,6
1850,5,5,100.0,85,0,0.0,0
1851,687,1108,62.0,12919,6,6.7,51
1852,493,651,75.7,8439,2,2.4,30
1853,179,259,69.1,2906,0,0.9,7
1854,232,368,63.0,3241,4,3.1,20
1855,407,467,87.2,9549,0,0.0,0
1856,1380,1488,92.7,29823,0,0.2,3
1857,1356,1496,90.6,25681,3,0.5,7
1858,131,180,72.8,2245,1,0.6,8
1859,2,3,66.7,22,0,0.0,0
1860,184,277,66.4,2986,1,1.7,5
1861,297,454,65.4,5912,2,2.0,18
1862,454,887,51.2,18898,0,0.1,3
1863,22,25,88.0,316,0,0.0,0
1864,374,494,75.7,7410,4,2.2,21
1865,61,93,65.6,1430,0,0.0,0
1866,592,748,79.1,11902,1,1.3,17
1867,828,1154,71.8,13741,11,7.3,53
1868,672,897,74.9,12302,0,1.0,12
1869,754,891,84.6,12499,2,2.3,36
1870,349,535,65.2,5860,3,2.6,26
1871,1306,1489,87.7,28186,0,0.1,1
1872,471,814,57.9,21223,0,0.0,1
1873,27,36,75.0,552,0,0.0,0
1874,202,316,63.9,3238,3,3.2,19
1875,76,91,83.5,1998,0,0.0,0
1876,338,466,72.5,6247,0,1.5,11
1877,36,48,75.0,612,1,0.0,2
1878,197,244,80.7,3575,3,0.2,9
1879,761,1027,74.1,12374,3,4.6,52
1880,129,151,85.4,2028,0,0.2,3
1881,217,274,79.2,3638,0,0.1,2
1882,881,1024,86.0,19864,0,0.1,2
1883,706,853,82.8,11369,0,1.4,18
1884,50,67,74.6,678,0,0.2,4
1885,31,39,79.5,404,0,0.1,2
1886,0,0,,0,0,0.0,0
1887,442,586,75.4,6934,1,2.1,21
1888,59,69,85.5,1292,0,0.0,0
1889,873,973,89.7,19136,0,0.2,1
1890,274,323,84.8,6058,0,0.1,1
1891,455,578,78.7,8025,1,1.2,18
1892,546,768,71.1,9520,0,0.3,5
1893,94,112,83.9,1832,0,0.1,2
1894,856,913,93.8,16287,0,0.2,3
1895,1980,2398,82.6,43908,3,4.1,60
1896,242,284,85.2,5037,0,0.6,3
1897,15,26,57.7,457,0,0.0,0
1898,667,771,86.5,11872,0,0.5,7
1899,5,5,100.0,92,0,0.0,0
1900,1414,1704,83.0,26582,0,1.0,17
1901,1278,1446,88.4,25200,5,3.0,40
1902,241,294,82.0,4707,1,0.7,5
1903,1082,1213,89.2,24654,0,0.2,5
1904,550,862,63.8,22555,0,0.0,0
1905,115,143,80.4,1841,2,1.3,7
1906,16,29,55.2,345,0,0.0,0
1907,1520,1708,89.0,33511,1,0.0,1
1908,2209,2511,88.0,41310,4,3.1,20
1909,847,1200,70.6,26677,0,0.1,1
1910,299,335,89.3,6836,0,0.0,0
1911,14,16,87.5,156,0,0.0,0
1912,775,1109,69.9,16256,4,6.5,88
1913,35,45,77.8,796,1,0.0,1
1914,386,443,87.1,8191,0,0.0,0
1915,50,67,74.6,832,0,0.2,4
1916,25,33,75.8,422,1,0.5,2
1917,594,768,77.3,10197,0,0.8,11
1918,27,33,81.8,414,0,0.0,0
1919,14,19,73.7,196,0,0.0,1
1920,259,331,78.2,4261,1,0.8,18
1921,649,849,76.4,12491,4,2.7,29
1922,10,14,71.4,149,0,0.2,1
1923,376,492,76.4,6801,0,0.4,6
1924,13,13,100.0,263,0,0.0,0
1925,130,158,82.3,2688,0,0.0,0
1926,351,434,80.9,6992,0,0.6,6
1927,36,47,76.6,912,0,0.0,0
1928,930,1226,75.9,18261,9,8.3,67
1929,793,1092,72.6,14863,5,2.4,25
1930,210,281,74.7,3360,0,0.3,6
1931,527,585,90.1,10228,0,0.0,0
1932,868,987,87.9,16778,2,0.1,4
1933,1027,1313,78.2,19122,2,1.3,16
1934,125,162,77.2,3335,0,0.0,1
1935,616,803,76.7,9859,6,4.4,39
1936,7,7,100.0,73,0,0.0,0
1937,507,697,72.7,9338,0,0.6,12
1938,5,5,100.0,117,0,0.0,0
1939,391,542,72.1,5533,3,2.3,22
1940,566,770,73.5,9868,3,3.9,31
1941,1513,1875,80.7,25283,2,3.6,27
1942,92,138,66.7,1545,0,0.3,2
1943,534,635,84.1,9829,2,1.3,11
1944,538,654,82.3,8707,0,1.8,18
1945,616,773,79.7,8649,4,3.7,29
1946,232,287,80.8,3236,2,0.3,7
1947,186,220,84.5,3348,3,1.2,9
1948,444,599,74.1,8208,1,0.7,13
1949,36,66,54.5,1561,0,0.0,0
1950,85,98,86.7,1569,0,0.1,4
1951,448,705,63.5,8354,5,5.9,60
1952,895,1142,78.4,17933,1,0.5,8
1953,2,7,28.6,128,0,0.0,0
1954,456,735,62.0,15011,0,0.1,2
1955,448,632,70.9,7524,3,2.3,20
1956,305,391,78.0,5183,3,2.6,23
1957,895,1136,78.8,14916,1,1.6,16
1958,937,1065,88.0,20484,0,0.2,5
1959,238,256,93.0,5443,0,0.0,0
1960,180,267,67.4,5902,0,0.0,0
1961,1044,1347,77.5,17829,0,1.3,20
1962,644,876,73.5,11752,1,3.4,36
1963,332,512,64.8,5203,2,2.4,32
1964,39,54,72.2,1375,0,0.0,0
1965,8,20,40.0,295,0,0.0,0
1966,1091,1264,86.3,23032,5,2.1,41
1967,996,1157,86.1,22627,1,0.3,7
1968,33,49,67.3,604,0,0.0,1
1969,367,487,75.4,7168,0,0.2,4
1970,5,7,71.4,65,0,0.0,0
1971,446,626,71.2,7093,2,1.4,22
1972,163,216,75.5,2657,1,1.4,8
1973,181,239,75.7,2630,0,0.9,13
1974,21,29,72.4,330,0,0.0,0
1975,41,51,80.4,764,0,0.0,0
1976,20,22,90.9,333,0,0.0,1
1977,5,6,83.3,78,0,0.0,1
1978,895,1373,65.2,31625,0,0.1,1
1979,248,326,76.1,4519,0,0.3,3
1980,197,279,70.6,3884,1,0.4,4
1981,,,,,0,,
1982,687,923,74.4,11937,4,2.6,17
1983,419,525,79.8,7166,0,0.5,4
1984,440,624,70.5,6362,1,0.6,14
1985,64,78,82.1,1436,0,0.1,2
1986,3,3,100.0,81,0,0.0,0
1987,153,218,70.2,2887,0,0.2,5
1988,2469,2659,92.9,53752,0,0.6,5
1989,9,9,100.0,186,0,0.0,0
1990,964,1087,88.7,21145,0,0.3,5
1991,1733,1973,87.8,32251,3,2.1,12
1992,60,87,69.0,948,0,0.7,4
1993,1767,2014,87.7,31154,6,3.3,49
1994,529,740,71.5,9408,2,2.7,25
1995,547,743,73.6,11369,5,2.6,21
1996,519,718,72.3,8237,10,6.4,38
1997,21,38,55.3,341,0,0.1,1
